Identifier,"Source String",Translation,Context,Labels,"Max. Length"
REPORT_NOTE_516,"On some intersections duplicate traffic lights appear. On a T-intersection, no light appears on the intersecting road. Highways and highway ramps have the traffic lights on the wrong side of the intersection.",一部の交差点では信号機が2つ表示されて、「丁字路では交差する道路で信号機」が表示されません。高速道路や高速道路のランプでは、「交差点の反対側で信号機」が表示されます。,REPORT_NOTE_516,,
REPORT_NOTE_517,"This mod can have an impact on game performance. Does not work in scenario games.",このMODはゲームのパフォーマンスに大きな影響を与える可能性があります。シナリオモードでは動作しません。,REPORT_NOTE_517,,
REPORT_NOTE_518,"Errors in the game log about unallowed actions. Buses not spawning. No first names being assigned.",ゲームのログには、「許可の無い操作に関するエラー」が記録されます。また、バスがスポーンしない/名前の割り当てがありません。,REPORT_NOTE_518,,
REPORT_NOTE_519,"Some users report this to cause unloadable games. It's unknown if this is a mod conflict or an issue with game patch 1.14. Some users report a missing UI. LODs can't be replaced. See the Workshop for more details about known issues.","MODの競合が原因なのか、ゲームパッチ1.14が問題なのか詳しいことは不明です。更にUIが表示されないと報告するユーザーもいます。LODの置き換えはできません。既知の問題と詳細については、ワークショップを確認して下さい。
一部のユーザーから報告: これが原因で、「ゲームがロード不可になる」という報告があります。",REPORT_NOTE_519,,
REPORT_NOTE_520,"Setting maintenance price is not working correctly. Try pressing Enter after setting a new price instead of using the Apply button. Vehicle settings such as capacity and speed cannot be set. Use the Advanced Vehicle Options mod for this instead.","メンテナンス費用の価格設定が正しく反映されないので、「適用ボタンでは無く入力後にEnterキーを押して」みて下さい。更に定員や速度などの車両設定は変更が出来ません。それらの車両全般の設定は、「Advanced Vehicle Optionsを使用」して下さい。",REPORT_NOTE_520,,
REPORT_NOTE_521,"Being unable to export with an 'XML root element missing' error in the log. Train tracks sometimes not included.","ログに「XML root element missing」のエラーが表示されて、「エクスポート出来ない」場合があります。鉄道の線路が含まれない場合があります。",REPORT_NOTE_521,,
REPORT_NOTE_522,"The mod options screen might break if you have too many train assets. Some users report issues with config file not being properly created. This might cause some lag if not using FPS Booster.","列車アセットが多すぎる場合は、MODのオプション画面が壊れる場合があります。FPS Boosterを使用していない場合は、ラグが発生する可能性があります。
一部のユーザーから報告: 設定ファイルが、「正常に作成されない」という報告があります。",REPORT_NOTE_522,,
REPORT_NOTE_523,"This only works for displays with an aspect ratio of 16:9 or 16:10. This is missing functionality for more recent patches and DLCs.",画面のアスペクト比が、「16:9/16:10のディスプレイ」で機能します。ただし、最近のパッチやDLCでは既に機能していません。,REPORT_NOTE_523,,
REPORT_NOTE_524,"Missing UI. Performance issues (fps drops).",UIコンポーネントが不足していて、「パフォーマンスの問題やfps低下など」の問題が起こります。,REPORT_NOTE_524,,
REPORT_NOTE_525,"The International Airport of After Dark causes issues on line creation. There are some reports about a missing icon/button.","DLC After Darkの国際空港は、「路線作成時に問題」が発生します。アイコン/ボタンが見つからないという報告もあります。",REPORT_NOTE_525,,
REPORT_NOTE_526,"It produces 'duplicate prefab' errors, which are harmless. Some users report that traffic light props still turn white after the last update that should have fixed this.","「duplicate prefab」のエラーが発生しますが、これは基本的に問題ありません。
ユーザーの報告: 問題を解決したアップデート後でも、未だに「信号機Propが白くなる」という報告があります。",REPORT_NOTE_526,,
REPORT_NOTE_527,"Either toggle anarchy off or bulldoze trees/rocks before placing anything, to prevent trees/rocks in buildings or roads. To prevent props/trees from disappearing after loading a game, set this mod options to 'Anarchy ON by default'.",建物内や道路上で樹木や岩が重ならないように、配置前に「Anarchy機能をオフにする/事前に樹木や岩を撤去」して下さい。ゲームのロード後にPropや樹木が消えるのを防ぐには、MODのオプションから「デフォルトでAnarchy機能をオン」に設定して下さい。,REPORT_NOTE_527,,
REPORT_NOTE_528,"Applying a list will disable unneeded mods but not unsubscribe them, and disabled mods can cause issues. Assets that are included with a mod might glitch. Game settings resetting when saving this mods data.",リストを適用すると不要なMODは無効になりますが、サブスクは解除されず無効にしたMODが問題を起こす可能性があります。MODに内包されるアセットで問題が出たり、MODでリストを保存するとゲーム自体の設定が壊れる/リセットされる場合があります。,REPORT_NOTE_528,,
REPORT_NOTE_529,"This does work for some corrupted game saves, but not for all. If the game save loads, the game will freeze for some time. This is normal.",一部の破損したセーブでは有効ですが、「全てが回復可能」ではありません。セーブをロードするとゲームがしばらく応答が無くなりますが、これは正常な動作です。,REPORT_NOTE_529,,
REPORT_NOTE_530,"This causes severe lag when opening menu panels. Park panels sometimes become corrupted, requiring a game restart.",メニューパネルの開閉時に、「激しいラグを起こしてプレイ」に支障があります。もしくは公園のパネルが破損して、ゲームの再起動が必要になる場合もあります。,REPORT_NOTE_530,,
REPORT_NOTE_531,"Custom pillars might reset on next load. UI for the mod not fully working.",アセットで配置される橋脚が、次回のロード時にリセットされる場合があります。既にMODのUIが全く動作していません。,REPORT_NOTE_531,,
REPORT_NOTE_532,"This is said to be broken, but there are quite some reports saying it works. You might need to set a 180 degress offset for the sun to properly go from east to west.",機能しないと言われていますが、まだ動作すると言う報告もあります。現実と同じく太陽が東から西に沈むようにする場合は、角度を180度オフセットして設定する必要があるかも知れません。,REPORT_NOTE_532,,
REPORT_NOTE_533,"Bloom settings not being applied. Config files not loading.",ブルームの設定が適用されずに、設定ファイルがロードされません。,REPORT_NOTE_533,,
REPORT_NOTE_534,"This seems to work for some people, but others report issues. Doesn't work in the main menu, only works after loading a map.",一部のユーザーでは動作しているようですが、他のユーザーからは問題も報告されています。メインメニューは機能せずに、マップをロードした後で動作します。,REPORT_NOTE_534,,
REPORT_NOTE_535,"You cannot save the generated roads and therefore you shouldn't open a save where it has been used afterwards. This mod is still in an early state of development.",マップ内で生成した道路はセーブできないので、「使用後はセーブせずにテストだけ」に留めて下さい。このMODは、まだ開発の初期段階にあります。,REPORT_NOTE_535,,
